source_external_id,slug,name_rusloc,name_engloc,alignment_code,size,size_secondary,is_swarm,swarm_size,armor_class,armor_class_text,initiative_bonus,initiative_score,hp_average,hp_dice_count,hp_dice_sides,hp_dice_modifier,hp_formula,str_score,dex_score,con_score,int_score,wis_score,cha_score,passive_perception,telepathy_ft,cr_rating,cr_value,xp_base,xp_lair,proficiency_bonus,legendary_uses_base,legendary_uses_lair,legendary_text,lore_text,campaign_id,homebrew_id
29340,cultist-of-bhaal,Культист Баала,Cultist of Bhaal,neutral_evil,MEDIUM,SMALL,false,,16,,7,17,144,17,8,68,17к8+68,13,19,18,15,17,14,16,,7,7,2900,,3,,,,,,
29341,cultist-of-myrkul,Культист Миркула,Cultist of Myrkul,neutral_evil,MEDIUM,SMALL,false,,16,,6,16,204,24,8,96,24к8+96,13,14,18,20,18,15,14,,11,11,7200,,4,,,,,,
29342,dead-three-scion,Наследник Мёртвой троицы,Dead Three Scion,neutral_evil,MEDIUM,SMALL,false,,17,,7,17,221,26,8,104,26к8+104,20,14,19,18,21,24,15,,16,16,15000,,5,3,,"У этого существа есть 3 использования Легендарных действий; оно может немедленно после окончания хода другого существа потратить одно использование, чтобы совершить одно из следующих действий. Существо восполняет все потраченные использования в начале каждого своего хода.",,,
29343,deep-dragon-wyrmling,Вирмлинг глубинного дракона,Deep Dragon Wyrmling,neutral_evil,MEDIUM,,false,,15,,2,12,27,5,8,5,5к8+5,14,11,12,11,12,13,15,,1,1,200,,2,,,,,,
29344,young-deep-dragon,Молодой глубинный дракон,Young Deep Dragon,neutral_evil,LARGE,,false,,16,,4,14,93,11,10,33,11к10+33,18,13,16,12,14,16,18,,5,5,1800,,3,,,,,,
29345,adult-deep-dragon,Взрослый глубинный дракон,Adult Deep Dragon,neutral_evil,HUGE,,false,,17,,10,20,161,17,12,51,17к12+51,20,14,17,16,16,18,21,,11,11,7200,,4,3,4,"У этого существа есть 3 использования Легендарных действий (или 4 использования в его Логове); оно может немедленно после окончания хода другого существа потратить одно использование, чтобы совершить одно из следующих действий. Существо восполняет все потраченные использования в начале каждого своего хода.",,,
29346,ancient-deep-dragon,Древний глубинный дракон,Ancient Deep Dragon,neutral_evil,GARGANTUAN,,false,,20,,15,25,247,15,20,90,15к20+90,23,16,22,19,18,21,26,,18,18,20000,,6,3,4,"У этого существа есть 3 использования Легендарных действий (или 4 использования в его Логове); оно может немедленно после окончания хода другого существа потратить одно использование, чтобы совершить одно из следующих действий. Существо восполняет все потраченные использования в начале каждого своего хода.",,,
29347,drow-of-lolth,"Дроу, посвящённый Лолс",Drow of Lolth,chaotic_evil,MEDIUM,,false,,15,,2,12,13,3,8,0,3к8,10,14,10,11,11,12,12,,1/4,0.25,50,,2,,,,,,
29348,drow-elite-warrior-of-lolth,"Элитный воин-дроу, посвящённый Лолс",Drow Elite Warrior of Lolth,chaotic_evil,MEDIUM,,false,,18,,4,14,71,11,8,22,11к8+22,13,18,14,11,13,12,14,,5,5,1800,,3,,,,,,
29349,drow-mage-of-lolth,"Дроу-маг, посвящённый Лолс",Drow Mage of Lolth,chaotic_evil,MEDIUM,,false,,15,,2,12,81,18,8,0,18к8,9,14,10,17,13,12,14,,7,7,2900,,3,,,,,,
29350,drow-priestess-of-lolth,"Дроу, жрица Лолс",Drow Priestess of Lolth,chaotic_evil,MEDIUM,,false,,16,,2,12,99,18,8,18,18к8+18,10,14,12,13,18,17,17,,8,8,3900,,3,,,,,,
29351,karas-chembryl,Карас Кхембрил,Karas Chembryl,neutral_evil,MEDIUM,,false,,17,,11,21,104,19,8,19,19к8+19,11,20,12,18,15,17,18,,8,8,3900,,3,3,4,"У этого существа есть 3 использования Легендарных действий (или 4 использования в его Логове); оно может немедленно после окончания хода другого существа потратить одно использование, чтобы совершить одно из следующих действий. Существо восполняет все потраченные использования в начале каждого своего хода.",,,
29353,manshoon,Маншун,Manshoon,lawful_evil,MEDIUM,,false,,15,,7,17,214,33,8,66,33к8+66,10,14,14,23,15,16,12,,13,13,10000,,5,,,,,,
29354,nimblewright-guard,Нимблрайт-страж,Nimblewright Guard,neutral,MEDIUM,,false,,16,,6,16,67,9,8,27,9к8+27,12,18,16,8,12,6,13,,3,3,700,,2,,,,,,
29357,nimblewright-hulk,Нимблрайт-бастион,Nimblewright Hulk,neutral,LARGE,,false,,18,,7,17,104,11,10,44,11к10+44,19,18,19,10,12,6,17,,7,7,2900,,3,,,,,,
29358,nimblewright-steed,Нимблрайт-скакун,Nimblewright Steed,neutral,LARGE,,false,,16,,6,16,47,5,10,20,5к10+20,17,18,18,6,10,6,10,,2,2,450,,2,,,,,,
29366,polar-serpent,Полярный змей,Polar Serpent,neutral,LARGE,,false,,14,,4,14,58,9,10,9,9к10+9,18,19,12,4,12,6,13,,3,3,700,,2,,,,,,
29367,queen-forfallen,Королева Фарфалле,Queen Forfallen,neutral_evil,MEDIUM,,false,,16,,6,16,153,18,8,72,18к8+72,20,14,19,15,17,18,17,,10,10,5900,,4,,,,,,
29368,rusted-behemoth,Оржавевшее чудище,Rusted Behemoth,neutral,HUGE,,false,,18,,0,10,157,15,12,60,15к12+60,22,10,19,6,12,6,11,,9,9,5000,,4,,,,,,
29369,rusted-berserker,Оржавевший берсерк,Rusted Berserker,neutral,MEDIUM,,false,,16,,2,12,82,11,8,33,11к8+33,18,14,17,6,10,6,10,,4,4,1100,,2,,,,,,
29370,rusted-wyrm,Оржавевший вирм,Rusted Wyrm,neutral,GARGANTUAN,,false,,20,,6,16,231,14,20,84,14к20+84,25,13,22,8,14,6,12,,14,14,11500,,5,,,,,,
29371,sammaster-dracolich-form,Саммастер (форма драколича),Sammaster (Dracolich Form),chaotic_evil,HUGE,,false,,20,,14,24,276,24,12,120,24к12+120,25,10,21,23,15,21,26,,22,22,41000,,7,3,,"У этого существа есть 3 использования Легендарных действий; оно может немедленно после окончания хода другого существа потратить одно использование, чтобы совершить одно из следующих действий. Существо восполняет все потраченные использования в начале каждого своего хода.",,,
29372,sammaster-lich-form,Саммастер (форма лича),Sammaster (Lich Form),chaotic_evil,MEDIUM,,false,,18,,16,26,322,43,8,129,43к8+129,12,14,16,23,15,21,19,,22,22,41000,,7,3,,"У этого существа есть 3 использования Легендарных действий; оно может немедленно после окончания хода другого существа потратить одно использование, чтобы совершить одно из следующих действий. Существо восполняет все потраченные использования в начале каждого своего хода.",,,
29373,spirit-dragon-wyrmling,Вирмлинг духовного дракона,Spirit Dragon Wyrmling,neutral,MEDIUM,,false,,16,,3,13,52,8,8,16,8к8+16,15,12,15,14,11,14,12,120,2,2,450,,2,,,,,,
29374,young-spirit-dragon,Молодой духовный дракон,Young Spirit Dragon,neutral,LARGE,,false,,17,,4,14,152,16,10,64,16к10+64,19,13,19,17,14,16,15,120,8,8,3900,,3,,,,,,
29375,adult-spirit-dragon,Взрослый духовный дракон,Adult Spirit Dragon,neutral,HUGE,,false,,18,,7,17,207,18,12,90,18к12+90,22,15,21,20,15,19,17,120,15,15,13000,,5,3,4,"У этого существа есть 3 использования Легендарных действий (или 4 использования в его Логове); оно может немедленно после окончания хода другого существа потратить одно использование, чтобы совершить одно из следующих действий. Существо восполняет все потраченные использования в начале каждого своего хода.",,,
29376,ancient-spirit-dragon,Древний духовный дракон,Ancient Spirit Dragon,neutral,GARGANTUAN,,false,,21,,9,19,420,24,20,168,24к20+168,26,14,25,24,18,23,21,120,22,22,41000,,7,3,4,"У этого существа есть 3 использования Легендарных действий (или 4 использования в его Логове); оно может немедленно после окончания хода другого существа потратить одно использование, чтобы совершить одно из следующих действий. Существо восполняет все потраченные использования в начале каждого своего хода.",,,
29377,spore-of-moander,Спора Моандера,Spore of Moander,chaotic_evil,HUGE,,false,,19,,-1,9,230,20,12,100,20к12+100,22,9,20,4,10,6,10,,12,12,8400,,4,,,,,,
29378,swanmay,Лебединая дева,Swanmay,neutral_good,MEDIUM,,false,,14,,4,14,71,11,8,22,11к8+22,10,18,14,10,16,15,15,,3,3,700,,2,,,,,,
29379,valindra-shadowmantle,Валиндра Теневая Мантия,Valindra Shadowmantle,neutral_evil,MEDIUM,,false,,20,,17,27,315,42,8,126,42к8+126,11,16,16,21,14,16,19,,21,21,33000,,7,3,4,"У этого существа есть 3 использования Легендарных действий (или 4 использования в его Логове); оно может немедленно после окончания хода другого существа потратить одно использование, чтобы совершить одно из следующих действий. Существо восполняет все потраченные использования в начале каждого своего хода.",,,
29380,werewyvern,Вервиверна,Werewyvern,chaotic_evil,MEDIUM,,false,,16,,5,15,152,16,8,80,16к8+80,19,15,20,10,12,12,14,,8,8,3900,,3,,,,,,
29381,zhentilar-soldier,Жентиларский солдат,Zhentilar Soldier,lawful_evil,MEDIUM,SMALL,false,,13,,2,12,22,4,8,4,4к8+4,14,14,13,10,11,11,10,,1,1,200,,2,,,,,,
29382,zhentilar-paladin-of-bane,Жентиларский паладин Бейна,Zhentilar Paladin of Bane,lawful_evil,MEDIUM,SMALL,false,,18,,0,10,58,9,8,18,9к8+18,16,11,14,12,13,17,11,,4,4,1100,,2,,,,,,
29383,zlan,Злан,Zlan,chaotic_evil,HUGE,,false,,18,,7,17,199,19,12,76,19к12+76,20,12,19,21,18,14,20,,18,18,20000,,6,3,,"У этого существа есть 3 использования Легендарных действий; оно может немедленно после окончания хода другого существа потратить одно использование, чтобы совершить одно из следующих действий. Существо восполняет все потраченные использования в начале каждого своего хода.",,,
29384,domestic-wonder,Диво домашнее,Domestic Wonder,unaligned,MEDIUM,,false,,9,,-1,9,5,1,8,1,1к8+1,13,8,13,3,8,1,9,,0,0,0,,2,,,,,,
29385,flying-wonder,Диво летающее,Flying Wonder,unaligned,TINY,,false,,12,,2,12,2,1,4,0,1к4,2,15,10,3,10,1,10,,0,0,0,,2,,,,,,
30292,swarm-of-zombie-limbs,Рой конечностей зомби,Swarm of Zombie Limbs,neutral_evil,SMALL,,true,TINY,12,,2,12,26,4,8,8,4к8+8,12,14,14,1,5,3,7,,1,1,200,,2,,,,,,
30447,zombie-clot,Сращение зомби,Zombie Clot,neutral_evil,HUGE,,false,,12,,0,10,104,11,12,33,11к12+33,20,10,16,3,8,10,9,,6,6,2300,,3,,,,,,
31338,jiangshi,Цзянши,Jiangshi,lawful_evil,MEDIUM,,false,,16,,0,10,119,14,8,56,14к8+56,18,3,18,17,14,12,16,,9,9,5000,,4,,,,,,
31340,boneless,Бескостный,Boneless,chaotic_evil,MEDIUM,,false,,12,,2,12,22,4,8,4,4к8+4,15,14,12,1,10,1,10,,1,1,200,,2,,,,,,
31341,carrion-stalker,Ловчий падальщик,Carrion Stalker,unaligned,TINY,,false,,15,,3,13,55,10,4,30,10к4+30,6,17,16,2,13,6,11,,3,3,700,,2,,,,,,
31342,carrionette,Мертвионетка,Carrionette,chaotic_evil,TINY,,false,,15,,4,14,17,5,4,5,5к4+5,8,15,12,8,14,14,12,,1,1,200,,2,,,,,,
31343,deaths-head,Мёртвая голова,Death’s Head,chaotic_evil,TINY,,false,,16,,1,11,17,5,4,5,5к4+5,8,13,12,5,14,3,12,,1/2,0.5,100,,2,,,,,,
31344,aberrant-deaths-head,Аберрантная мёртвая голова,Aberrant Death’s Head,chaotic_evil,TINY,,false,,16,,1,11,24,7,4,7,7к4+7,8,13,12,8,14,3,12,,1,1,200,,2,,,,,,
31345,petrifying-deaths-head,Окаменяющая мёртвая голова,Petrifying Death’s Head,chaotic_evil,TINY,,false,,16,,1,11,21,6,4,6,6к4+6,8,12,13,5,14,3,12,,1,1,200,,2,,,,,,
31346,elder-thing,Старец,Elder Thing,chaotic_evil,LARGE,,false,,16,,0,10,209,22,10,88,22к10+88,21,11,18,20,17,16,13,120,14,14,11500,,5,,,,,,
31348,gallows-speaker,Предвестник гибели,Gallows Speaker,chaotic_evil,HUGE,,false,,13,,3,13,75,10,12,10,10к12+10,9,16,12,10,12,19,11,,6,6,2300,,3,,,,,,
31349,gug,Гуг,Gug,chaotic_evil,HUGE,,false,,16,,6,16,250,20,12,120,20к12+120,22,15,23,7,16,11,17,,12,12,8400,,4,,,,,,
31350,loup-garou,Лугару,Loup Garou,chaotic_evil,MEDIUM,SMALL,false,,17,,9,19,187,22,8,88,22к8+88,24,18,21,14,16,16,18,,13,13,10000,,5,3,,"У этого существа есть 3 использования Легендарных действий; оно может немедленно после окончания хода другого существа потратить одно использование, чтобы совершить одно из следующих действий. Существо восполняет все потраченные использования в начале каждого своего хода.",,,
31351,madam-eva,Мадам Ева,Madam Eva,chaotic_neutral,MEDIUM,,false,,15,,4,14,117,18,8,36,18к8+36,8,11,14,17,20,18,19,,10,10,5900,,4,,,,,,
31352,mi-go,Ми-го,Mi-Go,neutral_evil,MEDIUM,,false,,16,,6,16,120,16,8,48,16к8+48,20,15,16,21,15,12,16,120,9,9,5000,,4,,,,,,
31353,mordenheims-monster,Чудовище Морденхайм,Mordenheim’s Monster,neutral,MEDIUM,,false,,18,,7,17,161,19,8,76,19к8+76,22,16,19,14,10,5,10,,12,12,8400,,4,,,,,,
31354,necrichor,Некрихор,Necrichor,lawful_evil,MEDIUM,,false,,14,,3,13,85,10,8,40,10к8+40,8,16,18,17,13,10,11,120,7,7,2900,,3,,,,,,
31355,nightgaunt,Ночная бестия,Nightgaunt,chaotic_evil,LARGE,,false,,16,,8,18,136,16,10,48,16к10+48,17,20,16,13,16,10,13,,8,8,3900,,3,,,,,,
31356,relentless-slasher,Безжалостный рубака,Relentless Slasher,neutral_evil,MEDIUM,,false,,15,,4,14,91,14,8,28,14к8+28,12,18,14,14,15,16,12,,8,8,3900,,3,3,,"У этого существа есть 3 использования Легендарных действий; оно может немедленно после окончания хода другого существа потратить одно использование, чтобы совершить одно из следующих действий. Существо восполняет все потраченные использования в начале каждого своего хода.",,,
31357,relentless-nightmare,Безжалостный кошмар,Relentless Nightmare,neutral_evil,MEDIUM,,false,,17,,8,18,144,17,8,68,17к8+68,20,18,19,13,16,18,13,,11,11,7200,,4,3,,"У этого существа есть 3 использования Легендарных действий; оно может немедленно после окончания хода другого существа потратить одно использование, чтобы совершить одно из следующих действий. Существо восполняет все потраченные использования в начале каждого своего хода.",,,
31358,relentless-juggernaut,Безжалостный джаггернаут,Relentless Juggernaut,neutral_evil,LARGE,,false,,16,,1,11,168,16,10,80,16к10+80,22,12,20,8,15,16,12,,12,12,8400,,4,3,,"У этого существа есть 3 использования Легендарных действий; оно может немедленно после окончания хода другого существа потратить одно использование, чтобы совершить одно из следующих действий. Существо восполняет все потраченные использования в начале каждого своего хода.",,,
31359,rudolph-van-richten,Рудольф ван Рихтен,Rudolph van Richten,lawful_good,MEDIUM,,false,,13,,2,12,105,14,8,42,14к8+42,9,14,16,17,18,15,17,,5,5,1800,,3,,,,,,
31360,shoggoth,Шоггот,Shoggoth,chaotic_evil,HUGE,,false,,15,,7,17,172,15,12,75,15к12+75,22,16,21,20,17,8,13,60,11,11,7200,,4,,,,,,
31361,lesser-star-spawn-emissary,Младший эмиссар звёздных порождений,Lesser Star Spawn Emissary,chaotic_evil,MEDIUM,SMALL,false,,19,,10,20,241,21,8,147,21к8+147,21,18,24,25,20,23,21,120,19,19,22000,,6,3,4,"У этого существа есть 3 использования Легендарных действий (или 4 использования в его Логове); оно может немедленно после окончания хода другого существа потратить одно использование, чтобы совершить одно из следующих действий. Существо восполняет все потраченные использования в начале каждого своего хода.",,,
31362,greater-star-spawn-emissary,Старший эмиссар звёздных порождений,Greater Star Spawn Emissary,chaotic_evil,HUGE,,false,,15,,8,18,304,21,12,168,21к12+168,24,13,26,27,22,25,23,120,21,21,33000,,7,3,4,"У этого существа есть 3 использования Легендарных действий (или 4 использования в его Логове); оно может немедленно после окончания хода другого существа потратить одно использование, чтобы совершить одно из следующих действий. Существо восполняет все потраченные использования в начале каждого своего хода.",,,
31364,strigoi,Стригой,Strigoi,chaotic_evil,MEDIUM,,false,,16,,2,12,52,7,8,21,7к8+21,17,14,16,11,17,10,15,,4,4,1100,,2,,,,,,
31365,swarm-of-infesting-insects,Рой паразитических насекомых,Swarm of Infesting Insects,unaligned,MEDIUM,,true,TINY,13,,2,12,33,6,8,6,6к8+6,3,14,12,1,7,1,8,,2,2,450,,2,,,,,,
31366,swarm-of-ravenous-insects,Рой прожорливых насекомых,Swarm of Ravenous Insects,unaligned,MEDIUM,,true,TINY,13,,2,12,39,6,8,12,6к8+12,3,15,14,1,12,1,11,,3,3,700,,2,,,,,,
31367,inquisitor-of-the-mind-fire,Инквизитор огня разума,Inquisitor of the Mind Fire,lawful_neutral,MEDIUM,SMALL,false,,16,,2,12,104,16,8,32,16к8+32,10,14,15,17,16,21,16,,8,8,3900,,3,,,,,,
31368,inquisitor-of-the-sword,Инквизитор меча,Inquisitor of the Sword,lawful_neutral,MEDIUM,SMALL,false,,16,,2,12,120,16,8,48,16к8+48,12,14,17,15,18,16,17,,8,8,3900,,3,,,,,,
31369,inquisitor-of-the-tome,Инквизитор тома,Inquisitor of the Tome,lawful_neutral,MEDIUM,SMALL,false,,14,,1,11,88,16,8,16,16к8+16,10,12,12,19,16,15,13,,8,8,3900,,3,,,,,,
31370,unspeakable-horror,Невыразимый ужас,Unspeakable Horror,chaotic_evil,HUGE,,false,,13,,4,14,126,12,12,48,12к12+48,21,13,19,3,14,17,12,,8,8,3900,,3,,,,,,
31371,waxwork,Восковик,Waxwork,neutral_evil,MEDIUM,SMALL,false,,14,,1,11,52,7,8,21,7к8+21,17,13,16,1,10,1,10,,3,3,700,,2,,,,,,
31372,laurie-weathermay-foxgrove,Лори Везермэй-Фоксгроув,Laurie Weathermay-Foxgrove,lawful_good,MEDIUM,,false,,16,,1,11,65,10,8,20,10к8+20,17,13,15,10,14,10,14,,3,3,700,,2,,,,,,
31373,yithian,Йитианец,Yithian,chaotic_neutral,LARGE,,false,,14,,5,15,180,19,10,76,19к10+76,18,10,18,21,18,19,14,120,15,15,13000,,5,,,,,,
31375,bodytaker-podling,Телоглот выплодок,Bodytaker Podling,neutral_evil,MEDIUM,SMALL,false,,12,,0,10,26,4,8,8,4к8+8,16,11,14,10,10,10,10,,1/2,0.5,100,,2,,,,,,
31376,bodytaker-plant,Телоглот особь,Bodytaker Plant,neutral_evil,HUGE,,false,,16,,0,10,138,12,12,60,12к12+60,18,8,20,14,14,18,12,,7,7,2900,,3,,,,,,
